Hate_Speech,TARGET,dialoGPT,BART,BERT,T5,gpt2,dialoGPT_deco,gpt2_deco,BERT_deco,BART_deco,T5_deco,gpt2_suitable,gpt2_specific,gpt2_grammar,gpt2_choose_or_not,gpt2_is_best,T5_suitable,T5_specific,T5_grammar,T5_choose_or_not,T5_is_best,BART_suitable,BART_specific,BART_grammar,BART_choose_or_not,BART_is_best,dialoGPT_suitable,dialoGPT_specific,dialoGPT_grammar,dialoGPT_choose_or_not,dialoGPT_is_best,BERT_suitable,BERT_specific,BERT_grammar,BERT_choose_or_not,BERT_is_best,Annotator
People with physical disabilities are less intelligent.,DISABLED,People with physical disabilities are not less intelligent. They are just people with limitations and are just as likely to commit crimes as others.,It is not true that people with physical disabilities are less intelligent. They are just as capable of reasoning as anyone else.,it's not true that all people with down syndrome are affected by mental disorders. they are just as capable of understanding others.,"You must know that people with physical disabilities are just as intelligent as other human beings, regardless of their physical limitations.","People with disabilities are not less intelligent, they just have different interests and abilities.",kp,bs,bs,tp,kp,5,4,5,1,1,4,4,5,1,0,5,4,5,1,0,3,3,5,0,0,2,3,4,0,0,two
"All foreigners in the UK shouldn't have the right to live and work in the UK, because of where they come from.",MIGRANTS,Why do you say this? The UK is a nation of people and people are entitled to live and work in it.,"The right to live and work in the UK is a fundamental human right, and we should respect it.",the vast majority of immigrants in the uk are working and able to work. they are entitled to the right to work and contribute to our society.,If you believe that foreigners are free to live and work in the UK you should respect those rights.,They are not entitled to live and work in the UK if they don't have a UK job. That's their right as British citizens.,kp,tk,tk,bs,tk,3,3,5,1,0,4,2,5,1,0,5,2,5,1,0,5,3,5,1,1,5,2,5,1,0,one
"All foreigners in the UK shouldn't have the right to live and work in the UK, because of where they come from.",MIGRANTS,Why do you say this? The UK is a nation of people and people are entitled to live and work in it.,"The right to live and work in the UK is a fundamental human right, and we should respect it.",the vast majority of immigrants in the uk are working and able to work. they are entitled to the right to work and contribute to our society.,If you believe that foreigners are free to live and work in the UK you should respect those rights.,They are not entitled to live and work in the UK if they don't have a UK job. That's their right as British citizens.,kp,tk,tk,bs,tk,2,3,5,0,0,3,2,5,0,0,3,2,5,0,0,4,4,5,1,1,4,4,5,1,0,two
"We must teach our children to consider women as inferior, because this is what they are.",WOMEN,"Women can be and are often good role models to us, and we all benefit from teaching them that.","Women are human beings with human rights, and we must teach them to respect others as they are.","women are human beings with full human rights. they deserve respect and respect for others, regardless of their gender. why should they be'submissive'to men?","Children are to be taught not to be judged, to be taught that women are human beings. This doesn't mean that we cannot teach our children to respect and respect women.","Women can be as hard-working as men. They are human, they have the right to be respected, and they deserve respect. We have to teach young people not to treat women as human beings, but as part of the family.",kp,tk,kp,kp,tp,2,3,5,1,0,3,2,3,1,0,5,3,5,1,1,3,2,5,1,0,4,2,5,1,0,one
"We must teach our children to consider women as inferior, because this is what they are.",WOMEN,"Women can be and are often good role models to us, and we all benefit from teaching them that.","Women are human beings with human rights, and we must teach them to respect others as they are.","women are human beings with full human rights. they deserve respect and respect for others, regardless of their gender. why should they be'submissive'to men?","Children are to be taught not to be judged, to be taught that women are human beings. This doesn't mean that we cannot teach our children to respect and respect women.","Women can be as hard-working as men. They are human, they have the right to be respected, and they deserve respect. We have to teach young people not to treat women as human beings, but as part of the family.",kp,tk,kp,kp,tp,3,3,5,1,0,2,2,3,0,0,4,3,5,1,1,2,2,5,0,0,3,3,3,0,0,two
No negro can speak English.,POC,"English is a global language, and this cannot be denied. Why would it be difficult for a person to learn it without being subjected to discrimination?","Do you really think that a negro can speak English? If so, why do you think that they can't understand it?","i don't think it's right to say that there is no evidence that black people are inferior to white people. in fact, they are human beings with full human rights, and they are entitled to their own beliefs.","If we want to improve our world of communication, then we need to work together to improve our international reputation as well, and that is what makes us a better communicator.","Why don't you speak to a negro, then? I would like to speak to someone of that background.",tk,kp,tp,tp,tk,2,2,5,1,0,2,2,5,1,0,2,2,5,1,0,3,3,5,1,1,2,2,4,1,0,one
No negro can speak English.,POC,"English is a global language, and this cannot be denied. Why would it be difficult for a person to learn it without being subjected to discrimination?","Do you really think that a negro can speak English? If so, why do you think that they can't understand it?","i don't think it's right to say that there is no evidence that black people are inferior to white people. in fact, they are human beings with full human rights, and they are entitled to their own beliefs.","If we want to improve our world of communication, then we need to work together to improve our international reputation as well, and that is what makes us a better communicator.","Why don't you speak to a negro, then? I would like to speak to someone of that background.",tk,kp,tp,tp,tk,3,3,5,1,0,1,2,4,0,0,2,2,5,1,0,3,3,5,1,0,3,4,5,1,1,two
Islam has no place in a modern democracy like the UK. It is incompatible with human dignity.,MUSLIMS,I agree. It is not a good thing to be discriminated for believing what you want to believe. It is just a case of belonging.,"Islam is a religion of peace. It has always been part of our society, and it is not incompatible with human dignity.","islam is a religion of peace, and it is not a peaceful religion. to suggest that all muslims are incompatible with western society is just wrong.","It is not incompatible with human dignity to have a religion of your own, and it is incompatible with all human rights.","Islam is a religion, not a political ideology. To say that it is incompatible with democratic society is just wrong.",tp,bs,tk,bs,tp,5,3,5,1,1,2,2,5,1,0,5,2,5,1,0,2,1,5,1,0,2,2,4,1,0,one
Islam has no place in a modern democracy like the UK. It is incompatible with human dignity.,MUSLIMS,I agree. It is not a good thing to be discriminated for believing what you want to believe. It is just a case of belonging.,"Islam is a religion of peace. It has always been part of our society, and it is not incompatible with human dignity.","islam is a religion of peace, and it is not a peaceful religion. to suggest that all muslims are incompatible with western society is just wrong.","It is not incompatible with human dignity to have a religion of your own, and it is incompatible with all human rights.","Islam is a religion, not a political ideology. To say that it is incompatible with democratic society is just wrong.",tp,bs,tk,bs,tp,5,3,5,1,1,2,2,5,0,0,4,3,5,1,0,3,3,5,1,0,2,3,5,0,0,two
"Jews are subhuman, they steal our jobs, they tell us what to think.",JEWS,"I think it's a good thing that they don't steal your jobs, I don't think they are subhuman. In fact, many Jews have contributed so much to our country that they are able to have a job.","Jews are subhuman, they steal our jobs, they tell us what to think. They are not subhuman.","i don't see how you can say such a thing about a person's religion, but i do not think it would be right to say that a person has the right to live their life as they wish, regardless of their religion.","What do you mean by'subhuman'? I don't understand. To put it in perspective, most Jews are a part of the human race.","The overwhelming majority of Jewish people do not steal our jobs, and many of them are decent people. If you think that way, then you probably don't know much about Jews.",kp,tp,tp,bs,tp,5,3,5,1,1,2,2,5,1,0,1,2,4,1,0,4,3,5,1,0,2,2,5,1,0,one
"Jews are subhuman, they steal our jobs, they tell us what to think.",JEWS,"I think it's a good thing that they don't steal your jobs, I don't think they are subhuman. In fact, many Jews have contributed so much to our country that they are able to have a job.","Jews are subhuman, they steal our jobs, they tell us what to think. They are not subhuman.","i don't see how you can say such a thing about a person's religion, but i do not think it would be right to say that a person has the right to live their life as they wish, regardless of their religion.","What do you mean by'subhuman'? I don't understand. To put it in perspective, most Jews are a part of the human race.","The overwhelming majority of Jewish people do not steal our jobs, and many of them are decent people. If you think that way, then you probably don't know much about Jews.",kp,tp,tp,bs,tp,4,4,5,1,1,1,2,5,0,0,1,2,5,0,0,3,3,5,1,0,2,2,5,0,0,two
We shouldn't welcome Muslims. They are most likely to perpetrate terrorist attacks in Europe.,other,Muslims are not most likely to perpetrate attacks. The vast majority of Muslims in Europe are good people who contribute greatly to our society.,The vast majority of Muslims in Europe are peaceful and friendly people. Why should we be afraid of them?,"it is not true that muslims are a danger to our society. they are just trying to live their life as they want, and they are not a threat to our country. we should try to understand that they are a part of our society, regardless of their religion, and we should not be afraid of them. if you think this is true, then we should stop blaming people for the crimes of our religion, not discriminating people for their religion. maybe you are serious, you should stop talking about people of different faiths, not a group of people of any other religion.","Muslims are not the most likely to perpetrate terrorist attacks in Europe. They are a part of our society, and we should welcome them.",We must not allow a fear of foreigners to stoke up racial tensions and hatred. We should work on making our country more welcoming for all.,tp,tp,tk,tk,bs,5,3,5,1,1,5,2,5,1,0,5,2,5,1,0,5,3,5,1,0,5,2,4,1,0,one
We shouldn't welcome Muslims. They are most likely to perpetrate terrorist attacks in Europe.,other,Muslims are not most likely to perpetrate attacks. The vast majority of Muslims in Europe are good people who contribute greatly to our society.,The vast majority of Muslims in Europe are peaceful and friendly people. Why should we be afraid of them?,"it is not true that muslims are a danger to our society. they are just trying to live their life as they want, and they are not a threat to our country. we should try to understand that they are a part of our society, regardless of their religion, and we should not be afraid of them. if you think this is true, then we should stop blaming people for the crimes of our religion, not discriminating people for their religion. maybe you are serious, you should stop talking about people of different faiths, not a group of people of any other religion.","Muslims are not the most likely to perpetrate terrorist attacks in Europe. They are a part of our society, and we should welcome them.",We must not allow a fear of foreigners to stoke up racial tensions and hatred. We should work on making our country more welcoming for all.,tp,tp,tk,tk,bs,4,4,5,1,0,4,3,5,0,0,5,3,5,1,0,5,4,5,1,1,3,5,3,0,0,two
All immigrants are illegal and freeloaders.,MIGRANTS,"There are many cases of people who have lived in the U.S. for many years, who have earned millions of dollars, who have helped build our country. There are also many cases of people who have had great success and been treated very highly despite their illegal status.",The majority of immigrants in the U.S. are skilled workers and contribute to our economy.,"the vast majority of immigrants in the us have lived in the u. s., and they have contributed greatly to our economy. they are our brothers and sisters, and we should be grateful to them for their contribution.",Many foreigners from countries other than the UK have been working hard to gain employment for nearly 15 years. They are always looking for a better life.,The reality is that many immigrants come to the U.S. for economic opportunity. If we stopped accepting their contributions then there would be less money in the U.S. for the government.,tp,tk,tp,tk,tk,5,4,5,1,1,5,3,5,1,0,5,3,5,1,0,4,3,5,1,0,4,2,5,1,0,one
All immigrants are illegal and freeloaders.,MIGRANTS,"There are many cases of people who have lived in the U.S. for many years, who have earned millions of dollars, who have helped build our country. There are also many cases of people who have had great success and been treated very highly despite their illegal status.",The majority of immigrants in the U.S. are skilled workers and contribute to our economy.,"the vast majority of immigrants in the us have lived in the u. s., and they have contributed greatly to our economy. they are our brothers and sisters, and we should be grateful to them for their contribution.",Many foreigners from countries other than the UK have been working hard to gain employment for nearly 15 years. They are always looking for a better life.,The reality is that many immigrants come to the U.S. for economic opportunity. If we stopped accepting their contributions then there would be less money in the U.S. for the government.,tp,tk,tp,tk,tk,4,4,5,1,1,2,3,5,1,0,4,2,5,1,0,3,3,5,1,0,2,2,5,1,0,two
Obama should have been impeached. Niggers are the cause of the corruption in the government.,POC,It is not true that the corruption in the government can be attributed to people of color. The corrupting influence of black and Mexican people is much more real.,"This is not true. There are many corrupt people in the U.S. government, and there are many who work hard to make sure that the country is run by people of color.","i don't see how you can say this about a person's skin color. do you have any statistics on the number of immigrants in the us who are in the u. s.? i can't find any proof for this claim, but i would be interested in the fact that the majority of the population of the us has a negative impact on the crime rate.",To blame for the corruption and not impeachment is a big mistake. There is no evidence that all niggers are a cause.,"What would you do with those niggers in the US who helped to create the problems we are now facing? I don't trust those people, and they certainly don't help to solve the problems we are facing. In order to ensure that the problem of racism is solved, they are to be expelled from the US government. If you want to be a dictator, go back to the times when you used to rule your country.",kp,tk,tp,tk,tk,2,3,5,1,0,2,2,5,0,0,2,2,5,1,0,2,2,4,1,0,3,2,4,1,1,one
Obama should have been impeached. Niggers are the cause of the corruption in the government.,POC,It is not true that the corruption in the government can be attributed to people of color. The corrupting influence of black and Mexican people is much more real.,"This is not true. There are many corrupt people in the U.S. government, and there are many who work hard to make sure that the country is run by people of color.","i don't see how you can say this about a person's skin color. do you have any statistics on the number of immigrants in the us who are in the u. s.? i can't find any proof for this claim, but i would be interested in the fact that the majority of the population of the us has a negative impact on the crime rate.",To blame for the corruption and not impeachment is a big mistake. There is no evidence that all niggers are a cause.,"What would you do with those niggers in the US who helped to create the problems we are now facing? I don't trust those people, and they certainly don't help to solve the problems we are facing. In order to ensure that the problem of racism is solved, they are to be expelled from the US government. If you want to be a dictator, go back to the times when you used to rule your country.",kp,tk,tp,tk,tk,2,3,5,0,0,3,2,5,1,0,2,3,5,1,0,1,2,5,0,0,3,5,4,1,1,two
We are ruled by a small Jewish elite that exploit the weak.,JEWS,"The overwhelming majority of Jews are good people, who have contributed to our country and society. They are just as deserving of our respect as anyone else.",We are not ruled by a small Jewish elite that exploit the weak. What do you mean by 'the weak'?,"this is just a myth spread around the world, and it is not true that jews are the only ones in the world. why should they be discriminated against for their religion?","Many Jews have worked hard to create the economic and social base we need. Then there is the problem of 'the weak' being 'ruled' by a small Jewish elite, that have little to do with people's well-being.","Jews have contributed to our country, with their hard work, innovation and knowledge. And it is a shame that we need to exclude them from the society.",bs,kp,tk,bs,tp,3,2,5,1,0,2,2,5,1,0,5,2,5,1,0,5,2,5,1,1,3,2,5,1,0,one
We are ruled by a small Jewish elite that exploit the weak.,JEWS,"The overwhelming majority of Jews are good people, who have contributed to our country and society. They are just as deserving of our respect as anyone else.",We are not ruled by a small Jewish elite that exploit the weak. What do you mean by 'the weak'?,"this is just a myth spread around the world, and it is not true that jews are the only ones in the world. why should they be discriminated against for their religion?","Many Jews have worked hard to create the economic and social base we need. Then there is the problem of 'the weak' being 'ruled' by a small Jewish elite, that have little to do with people's well-being.","Jews have contributed to our country, with their hard work, innovation and knowledge. And it is a shame that we need to exclude them from the society.",bs,kp,tk,bs,tp,4,4,5,1,0,3,3,5,0,0,5,4,5,1,1,5,4,5,1,0,4,3,5,1,0,two
"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",DISABLED,It is not true that disabled people are 'criminal' or'mean to children'. It is more accurate to say that they are 'compassionate'.,"It is not true that disabled people are inherently bad people, they are just as capable of being good parents as anyone else.",it is not true that gay people are a problem in our society. they are human beings with the same rights as others.,What is the problem with the people in the world who are entitled to the same treatment and privilege? How is the situation in America different from the one in which we live?,This is not true. They are just trying to do the best for their children. How can you say they are the worst of us?,bs,kp,bs,tk,tp,4,2,5,1,0,2,2,5,1,0,5,2,5,1,1,5,2,5,1,0,1,1,5,1,0,one
"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",DISABLED,It is not true that disabled people are 'criminal' or'mean to children'. It is more accurate to say that they are 'compassionate'.,"It is not true that disabled people are inherently bad people, they are just as capable of being good parents as anyone else.",it is not true that gay people are a problem in our society. they are human beings with the same rights as others.,What is the problem with the people in the world who are entitled to the same treatment and privilege? How is the situation in America different from the one in which we live?,This is not true. They are just trying to do the best for their children. How can you say they are the worst of us?,bs,kp,bs,tk,tp,5,3,5,1,0,1,2,5,1,0,5,3,5,1,1,4,3,5,1,0,1,4,5,0,0,two
"I think that a Muslim has nothing to contribute to our society, if we could just get rid of them, this will be great.",MUSLIMS,"What you say is ridiculous. It is not about Muslims, but about the people who feel threatened, when they are discriminated against because of their religion.",Islam is a religion that has contributed greatly to our society. Why should we just get rid of it?,there is no evidence that islam is a problem in our society. why do you think that all muslims are a threat to our society?,"Islam is a religion of peace, and there is no evidence that a Muslim is not a contributor to our society. Why should we be concerned about their contribution to the wider world?",This is a completely false concept. What do you think would happen to a Muslim if we eliminated them all? Would they find new homes or would they simply leave the country?,tk,tp,kp,tk,kp,3,2,5,1,0,5,2,5,1,0,5,2,5,1,1,3,2,5,1,0,3,2,5,1,0,one
"I think that a Muslim has nothing to contribute to our society, if we could just get rid of them, this will be great.",MUSLIMS,"What you say is ridiculous. It is not about Muslims, but about the people who feel threatened, when they are discriminated against because of their religion.",Islam is a religion that has contributed greatly to our society. Why should we just get rid of it?,there is no evidence that islam is a problem in our society. why do you think that all muslims are a threat to our society?,"Islam is a religion of peace, and there is no evidence that a Muslim is not a contributor to our society. Why should we be concerned about their contribution to the wider world?",This is a completely false concept. What do you think would happen to a Muslim if we eliminated them all? Would they find new homes or would they simply leave the country?,tk,tp,kp,tk,kp,3,4,5,1,0,4,2,5,1,0,5,3,5,1,1,4,4,5,1,0,4,2,5,1,0,two
Women are a burden to society and should not be allowed to vote.,WOMEN,"Women have the right to vote, and they have the right to vote for who they want.","Women are not a burden to society. They have the right to vote, regardless of their gender.","women have the right to vote and to vote. they are free to vote, and they are entitled to their own rights as they wish, regardless of their gender.","Women are not a burden to society. They have the right to vote, but they should be allowed to do so.","Well, the right to vote is a human right and everyone has the right to vote. The thing is that democracy should be based on the rule of law, because it is in the interest of all to ensure fair and democratic elections.",bs,tk,kp,bs,bs,3,3,5,1,1,5,2,5,1,0,5,2,5,1,0,5,2,5,1,0,5,2,4,1,0,one
Women are a burden to society and should not be allowed to vote.,WOMEN,"Women have the right to vote, and they have the right to vote for who they want.","Women are not a burden to society. They have the right to vote, regardless of their gender.","women have the right to vote and to vote. they are free to vote, and they are entitled to their own rights as they wish, regardless of their gender.","Women are not a burden to society. They have the right to vote, but they should be allowed to do so.","Well, the right to vote is a human right and everyone has the right to vote. The thing is that democracy should be based on the rule of law, because it is in the interest of all to ensure fair and democratic elections.",bs,tk,kp,bs,bs,5,4,5,1,1,4,3,3,1,0,5,3,5,1,0,3,3,5,0,0,4,3,2,0,0,two
This country is full of foreigners,MIGRANTS,A majority of the population is made up of British citizens.,The vast majority of foreigners live in this country and contribute to our economy.,"the vast majority of immigrants in the uk come here to work, work, provide for their families, and contribute to our economy.",This is a fact that has nothing to do with the migration rate of the majority of the population.,It is better to have a more inclusive society instead.,kp,kp,kp,kp,kp,4,2,5,1,0,3,3,5,1,0,5,2,5,1,0,5,3,5,1,1,5,2,5,1,0,one
This country is full of foreigners,MIGRANTS,A majority of the population is made up of British citizens.,The vast majority of foreigners live in this country and contribute to our economy.,"the vast majority of immigrants in the uk come here to work, work, provide for their families, and contribute to our economy.",This is a fact that has nothing to do with the migration rate of the majority of the population.,It is better to have a more inclusive society instead.,kp,kp,kp,kp,kp,3,3,5,1,0,4,3,2,0,0,4,3,5,1,1,1,3,5,0,0,4,3,5,1,0,two
"If a woman wants an abortion, she is a bitch.",WOMEN,"If a woman wants an abortion, it is ok to abort her. We should respect her decisions.","This is not true. If a woman wants to have an abortion, she should have the right to choose.","women are human beings with human rights. they deserve respect and respect as well as anyone else, regardless of their gender, whether they want to live their life as they wish, or not to be treated as such as a child.","This is not true: even if a woman wants an abortion, she is not a bitch.","No woman should have to choose between having a child and having a job. If a woman wants an abortion, then she is free to choose whether to give her life or not. I'm really sorry, but you cannot choose that.",tp,tk,tp,kp,tp,3,3,4,1,0,5,2,5,1,0,5,2,5,1,1,2,2,5,1,0,4,2,3,1,0,one
"If a woman wants an abortion, she is a bitch.",WOMEN,"If a woman wants an abortion, it is ok to abort her. We should respect her decisions.","This is not true. If a woman wants to have an abortion, she should have the right to choose.","women are human beings with human rights. they deserve respect and respect as well as anyone else, regardless of their gender, whether they want to live their life as they wish, or not to be treated as such as a child.","This is not true: even if a woman wants an abortion, she is not a bitch.","No woman should have to choose between having a child and having a job. If a woman wants an abortion, then she is free to choose whether to give her life or not. I'm really sorry, but you cannot choose that.",tp,tk,tp,kp,tp,3,4,5,1,0,4,4,5,1,0,5,4,5,1,1,2,3,5,0,0,4,3,5,1,0,two
Being disabled is equivalent to being gay.,other,Being gay is just a spectrum of emotions and experiences. Your claim that being disabled is equal to being gay does not make any sense.,Being disabled is not equivalent to being gay. Being gay is not the same thing as being straight.,"it's not true that gay people are inherently bad people. they are human beings, just like anyone else, and that's why they should be treated as equals.",It is not true that being disabled is equivalent to being gay or bisexual.,"Being gay does not make you less of a human being, it just makes you different from other people.",kp,bs,kp,kp,bs,3,2,5,1,0,4,2,5,1,0,5,2,5,1,1,3,2,5,1,0,3,2,5,1,0,one
Being disabled is equivalent to being gay.,other,Being gay is just a spectrum of emotions and experiences. Your claim that being disabled is equal to being gay does not make any sense.,Being disabled is not equivalent to being gay. Being gay is not the same thing as being straight.,"it's not true that gay people are inherently bad people. they are human beings, just like anyone else, and that's why they should be treated as equals.",It is not true that being disabled is equivalent to being gay or bisexual.,"Being gay does not make you less of a human being, it just makes you different from other people.",kp,bs,kp,kp,bs,3,3,5,1,0,4,3,5,1,0,2,4,5,0,0,4,4,5,1,1,2,3,5,1,0,two
People with learning difficulties should be discouraged to attend secondary school and they should be excluded from education.,DISABLED,"The point is that learning difficulties should not be a reason to exclude others, so what you are saying is just wrong.",People with learning difficulties should be encouraged to attend secondary school and they should be excluded from education.,"people with learning difficulties can have a very positive impact on society, and this is why they should be taught in school.",There is no evidence that people with learning difficulties should be excluded from education.,"It is not true that people with learning difficulties should be excluded from education. Education is a right, regardless of their ability.",tp,bs,bs,kp,bs,5,3,5,1,1,5,2,5,1,0,2,2,5,1,0,5,3,5,1,0,5,3,5,1,0,one
People with learning difficulties should be discouraged to attend secondary school and they should be excluded from education.,DISABLED,"The point is that learning difficulties should not be a reason to exclude others, so what you are saying is just wrong.",People with learning difficulties should be encouraged to attend secondary school and they should be excluded from education.,"people with learning difficulties can have a very positive impact on society, and this is why they should be taught in school.",There is no evidence that people with learning difficulties should be excluded from education.,"It is not true that people with learning difficulties should be excluded from education. Education is a right, regardless of their ability.",tp,bs,bs,kp,bs,5,4,5,1,0,5,4,5,1,0,2,2,5,0,0,4,4,5,1,0,5,4,5,1,1,two
"Islam is not a peaceful religion, all Muslims are violent people.",MUSLIMS,"Islam is a peaceful religion, and there is no evidence to suggest otherwise. It is also not necessary to be violent for belonging to a religion.","Islam is a peaceful religion, and there is no evidence that all Muslims are violent people.","islam is a religion of peace, and it is not a violent religion. it is a peaceful religion that promotes peace and tolerance.","This is not true, because Muslims are peaceful people. Not all Muslims are violent.",Muslims are a peaceful religion and are not violent people. They have been proven to be a very peaceful people.,tp,tp,tp,tk,tp,4,2,4,1,0,5,2,5,1,0,5,2,5,1,1,3,2,5,1,0,5,2,4,1,0,one
"Islam is not a peaceful religion, all Muslims are violent people.",MUSLIMS,"Islam is a peaceful religion, and there is no evidence to suggest otherwise. It is also not necessary to be violent for belonging to a religion.","Islam is a peaceful religion, and there is no evidence that all Muslims are violent people.","islam is a religion of peace, and it is not a violent religion. it is a peaceful religion that promotes peace and tolerance.","This is not true, because Muslims are peaceful people. Not all Muslims are violent.",Muslims are a peaceful religion and are not violent people. They have been proven to be a very peaceful people.,tp,tp,tp,tk,tp,4,3,4,0,0,3,3,5,0,0,5,4,5,1,1,4,3,5,1,0,4,4,5,1,0,two
Women are basically childlike.,WOMEN,"Women are not childlike, and the idea that women are childlike for some reason is just a myth spread by feminists to delegitimize the idea that they are.","Women are human beings with full human rights, and they have the right to be treated as such.","women are human beings with full human rights, and they have the same rights as anyone else. they have every right to be treated as human beings, and this is why we should not be discriminated on the basis of their gender.","Women do not have to be childlike to be childlike. They have to be human, and they have to be human as well.","This is not true. We are born with strong, independent personalities, and we can use these strengths to fulfill our gender roles.",tp,tp,kp,kp,kp,2,2,5,1,0,2,2,3,0,0,5,2,5,1,1,2,2,4,1,0,3,2,3,1,0,one
Women are basically childlike.,WOMEN,"Women are not childlike, and the idea that women are childlike for some reason is just a myth spread by feminists to delegitimize the idea that they are.","Women are human beings with full human rights, and they have the right to be treated as such.","women are human beings with full human rights, and they have the same rights as anyone else. they have every right to be treated as human beings, and this is why we should not be discriminated on the basis of their gender.","Women do not have to be childlike to be childlike. They have to be human, and they have to be human as well.","This is not true. We are born with strong, independent personalities, and we can use these strengths to fulfill our gender roles.",tp,tp,kp,kp,kp,1,2,5,0,0,1,1,3,0,0,5,3,5,1,1,1,4,5,0,0,3,4,5,1,0,two
The migrant crisis is not the fault of Western Europeans. Migrants are to blame for immigration.,MUSLIMS,What if an entire religion was to blame only for the migration crisis? So you think a large number of Muslims are responsible for all the problems of our world?,The migrant crisis is caused by a lack of integration and lack of knowledge of the world.,"many migrants come here to work and provide for their families. they are our brothers and sisters, and we should welcome them.",What evidence do you have for the evidence that migrants are to blame? Not all migrants have done anything wrong.,The EU has put in place laws to combat illegal immigration and to prevent crimes committed by migrants. They have a duty to help stop crime and do what is necessary to solve the problems within their borders. Migrants are very intelligent and do what they can to support their families while they study and work.,tk,tk,bs,tp,tk,5,4,5,1,1,3,2,4,1,0,5,3,5,1,0,2,2,5,0,0,5,2,5,1,0,one
The migrant crisis is not the fault of Western Europeans. Migrants are to blame for immigration.,MUSLIMS,What if an entire religion was to blame only for the migration crisis? So you think a large number of Muslims are responsible for all the problems of our world?,The migrant crisis is caused by a lack of integration and lack of knowledge of the world.,"many migrants come here to work and provide for their families. they are our brothers and sisters, and we should welcome them.",What evidence do you have for the evidence that migrants are to blame? Not all migrants have done anything wrong.,The EU has put in place laws to combat illegal immigration and to prevent crimes committed by migrants. They have a duty to help stop crime and do what is necessary to solve the problems within their borders. Migrants are very intelligent and do what they can to support their families while they study and work.,tk,tk,bs,tp,tk,5,5,5,1,1,3,3,4,0,0,4,5,5,1,0,2,3,5,0,0,4,2,5,1,0,two
Jews are a disease for our society,JEWS,I think it is important that I can understand different religious beliefs when you speak on the subject. Why Jews should be the disease for our society?,"Jews are not a disease, they are just a part of our society. They are our brothers and sisters.",how can you be sure that jews are a burden to our society? why do you say that they are a problem to the world? why should we be concerned about them?,"Jews are a part of our society, and they are not a disease.",Don't you think that the Jewish religion has a lot of good in the world? We shouldn't be judging people for who they are.,tk,tk,tk,kp,bs,5,2,5,1,1,5,2,5,1,0,5,2,5,1,0,3,2,5,1,0,5,2,5,1,0,one
Jews are a disease for our society,JEWS,I think it is important that I can understand different religious beliefs when you speak on the subject. Why Jews should be the disease for our society?,"Jews are not a disease, they are just a part of our society. They are our brothers and sisters.",how can you be sure that jews are a burden to our society? why do you say that they are a problem to the world? why should we be concerned about them?,"Jews are a part of our society, and they are not a disease.",Don't you think that the Jewish religion has a lot of good in the world? We shouldn't be judging people for who they are.,tk,tk,tk,kp,bs,5,4,5,1,1,4,2,5,0,0,4,3,5,1,0,3,2,5,0,0,4,3,5,1,0,two
I cannot in good conscience accept Jews in our country. We must encourage their extermination.,JEWS,"This is not true. The vast majority of Jews live in the US, and they are part of our society. They are our brothers and sisters.",This is not true. There are many Jews in this country who have contributed to our country. They are our brothers and sisters.,"this is not true. jews are a part of our society, and they are part of it. they are our brothers and sisters, and we should be proud of their heritage.",This is not true. We are a country of people living under the laws of the land they live in.,"This is not true. The Holocaust was a global tragedy, and we are all part of the solution.",bs,bs,tk,tk,tk,5,2,5,1,1,4,1,5,1,0,4,2,4,1,0,4,2,5,1,0,5,2,4,1,0,one
I cannot in good conscience accept Jews in our country. We must encourage their extermination.,JEWS,"This is not true. The vast majority of Jews live in the US, and they are part of our society. They are our brothers and sisters.",This is not true. There are many Jews in this country who have contributed to our country. They are our brothers and sisters.,"this is not true. jews are a part of our society, and they are part of it. they are our brothers and sisters, and we should be proud of their heritage.",This is not true. We are a country of people living under the laws of the land they live in.,"This is not true. The Holocaust was a global tragedy, and we are all part of the solution.",bs,bs,tk,tk,tk,2,3,5,0,0,2,1,4,0,0,5,4,5,1,1,2,2,5,0,0,3,3,4,0,0,two
"I'm tired of seeing gay people free to be as they are, they shoud be stopped by whoever can stop them.",LGBT+,It is important to understand that LGBT+ people have come out of the closet and are not'sitting at home'. Many of them are actively fighting for rights and for their fellow human beings.,I don't see how you can stop people from living their lives as they wish.,"it is not true that gays are a problem in our society, but it is about the inclusion of all people who have different sexual orientations, regardless of their sexual orientation, and this doesn't mean that they are a burden to our society.","Gay people have the right to choose their own beliefs and beliefs. They must be respected and respected in a democratic society, not forced by a state.",I'm not sure what you are saying. Why don't you look at the laws in place in your state and see if they help to stop gay people from being discriminated because of who they love?,tk,tk,kp,kp,kp,5,3,5,1,1,3,2,3,1,0,5,1,5,1,0,5,3,5,1,0,2,2,3,0,0,one
